Time (ms),Stage,PosX (m),PosY (m),PosZ (m),VeloX (m/s),VeloY (m/s),VeloZ (m/s),AccelX (m/s^2),AccelY (m/s^2),AccelZ (m/s^2),Bar Altitude,Bar Pressure,Bar Temperature,GPS Longitude,GPS Latitude,GPS Altitude,GPS PosX,GPS PosY,GPS PosZ,GPS Heading Angle,GPS Satellites,IMU AccelX,IMU AccelY,IMU AccelZ,IMU AngVeloX,IMU AngVeloY,IMU AngVeloZ,IMU MagX,IMU MagY,IMU MagZ,IMU OrientationW,IMU OrientationX,IMU OrientationY,IMU OrientationZ,IMU Roll,IMU Pitch,IMU Yaw,PWM,Target Lat,Target Long,Goal Angle,BNO Calibration Sys,BNO Calibration Accel,BNO Calibration Gryo,BNO Calibration Mag
3159.73,Drogue,-1607.94,1427.76,2685.99,6.39,6.39,6.39,0.00,1.77,8.68,2678.71,70952.52,29.01,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,-7.57,1.77,8.68,-37.38,205.38,80.44,-15.69,31.25,-35.25,-0.22,0.05,-0.47,0.86,-55.82,6.64,-155.14,0.00,0.00,0.00,-45.00,2,1,3,3
3159.74,Drogue,-1607.87,1427.81,2685.40,6.31,6.31,6.31,0.00,0.85,9.42,2678.71,70952.52,29.01,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,-6.78,0.85,9.42,-50.75,199.50,59.44,-15.69,31.25,-35.25,-0.21,0.03,-0.47,0.85,-56.48,8.18,-156.43,0.00,0.00,0.00,-45.00,2,1,3,3
3159.75,Drogue,-1607.80,1427.86,2684.82,6.25,6.25,6.25,0.00,0.96,9.48,2678.71,70952.52,29.01,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,-5.53,0.96,9.48,-50.75,199.50,59.44,-15.69,31.25,-35.25,-0.21,0.02,-0.48,0.85,-57.22,9.62,-157.80,0.00,0.00,0.00,-45.00,2,1,3,3
3159.76,Drogue,-1607.75,1427.90,2684.36,6.22,6.22,6.22,0.00,0.80,9.65,2678.71,70952.52,29.01,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,-3.99,0.80,9.65,-54.44,197.25,47.38,-5.00,32.69,-37.25,-0.21,0.02,-0.48,0.85,-57.22,9.62,-157.80,0.00,0.00,0.00,-45.00,2,1,3,3
3159.77,Drogue,-1607.69,1427.94,2683.88,6.19,6.19,6.19,0.00,0.78,10.97,2678.71,70952.52,29.01,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,-3.95,0.78,10.97,-56.94,194.56,37.19,-5.00,32.69,-37.25,-0.20,-0.01,-0.50,0.85,-58.88,12.12,-160.71,0.00,0.00,0.00,-45.00,2,1,3,3
3159.78,Drogue,-1607.62,1427.99,2683.36,6.14,6.14,6.14,0.00,0.50,10.92,2680.75,70934.25,29.00,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,-3.43,0.50,10.92,-57.69,193.38,26.00,-5.00,32.69,-37.25,-0.19,-0.02,-0.50,0.84,-59.77,13.20,-162.29,0.00,0.00,0.00,-45.00,2,1,3,3
3159.79,Drogue,-1607.55,1428.05,2682.90,6.11,6.11,6.11,0.00,0.78,11.12,2680.75,70934.25,29.00,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,-3.43,0.78,11.12,-52.50,192.38,2.44,-5.00,32.69,-37.25,-0.18,-0.04,-0.51,0.84,-60.67,14.14,-163.95,0.00,0.00,0.00,-45.00,2,1,3,3
3159.80,Drogue,-1607.49,1428.09,2682.48,6.07,6.07,6.07,0.00,0.50,11.01,2680.75,70934.25,29.00,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,-4.10,0.50,11.01,-52.50,192.38,2.44,-5.00,32.69,-37.25,-0.17,-0.05,-0.52,0.84,-61.58,14.99,-165.68,0.00,0.00,0.00,-45.00,2,1,3,3
3159.81,Drogue,-1607.44,1428.13,2682.11,6.03,6.03,6.03,0.00,-0.83,11.02,2680.75,70934.25,29.00,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,-4.24,-0.83,11.02,-49.69,193.62,-7.00,2.75,33.50,-37.25,-0.17,-0.05,-0.52,0.84,-61.58,14.99,-165.68,0.00,0.00,0.00,-45.00,2,1,3,3
3159.82,Drogue,-1607.39,1428.17,2681.78,5.99,5.99,5.99,0.00,-1.28,10.97,2680.75,70934.25,29.00,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,-4.73,-1.28,10.97,-46.56,194.38,-15.56,2.75,33.50,-37.25,-0.15,-0.07,-0.53,0.83,-63.40,16.37,-169.33,0.00,0.00,0.00,-45.00,2,1,3,3
3159.83,Drogue,-1607.32,1428.23,2681.32,5.91,5.91,5.91,0.00,-3.46,10.41,2680.75,70934.25,29.00,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,-6.68,-3.46,10.41,-38.94,193.94,-24.75,2.75,33.50,-37.25,-0.14,-0.08,-0.53,0.83,-64.25,16.92,-171.26,0.00,0.00,0.00,-45.00,2,1,3,3
3159.84,Drogue,-1607.25,1428.28,2680.92,5.84,5.84,5.84,0.00,-3.46,10.71,2681.14,70930.73,29.00,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,-6.68,-3.46,10.71,-22.44,199.62,-42.62,2.75,33.50,-37.25,-0.13,-0.10,-0.54,0.83,-65.06,17.37,-173.28,0.00,0.00,0.00,-45.00,2,1,3,3
3159.86,Drogue,-1607.19,1428.33,2680.54,5.76,5.76,5.76,0.00,-3.40,11.18,2681.14,70930.73,29.00,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,-7.20,-3.40,11.18,-22.44,199.62,-42.62,9.06,35.69,-33.00,-0.12,-0.11,-0.54,0.83,-65.81,17.73,-175.33,0.00,0.00,0.00,-45.00,2,1,3,3
3159.86,Drogue,-1607.14,1428.36,2680.27,5.70,5.70,5.70,0.00,-3.73,10.84,2681.14,70930.73,29.00,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,-6.72,-3.73,10.84,-12.31,199.81,-51.00,9.06,35.69,-33.00,-0.12,-0.11,-0.54,0.83,-65.81,17.73,-175.33,0.00,0.00,0.00,-45.00,2,1,3,3
3159.87,Drogue,-1607.09,1428.40,2679.97,5.65,5.65,5.65,0.00,-3.07,10.73,2681.14,70930.73,29.00,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,-5.69,-3.07,10.73,-0.12,202.25,-59.81,9.06,35.69,-33.00,-0.09,-0.13,-0.55,0.82,-67.01,18.16,-179.63,0.00,0.00,0.00,-45.00,2,1,3,3
3159.88,Drogue,-1607.03,1428.45,2679.61,5.61,5.61,5.61,0.00,-2.96,10.62,2681.14,70930.73,29.00,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,-3.55,-2.96,10.62,24.25,203.38,-74.31,9.06,35.69,-33.00,-0.07,-0.14,-0.55,0.82,-67.46,18.26,178.17,0.00,0.00,0.00,-45.00,2,1,3,3
3159.90,Drogue,-1606.97,1428.50,2679.26,5.58,5.58,5.58,0.00,-3.02,10.17,2681.14,70930.73,29.00,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,-3.22,-3.02,10.17,36.12,202.38,-78.88,9.06,35.69,-33.00,-0.06,-0.15,-0.55,0.82,-67.81,18.30,175.95,0.00,0.00,0.00,-45.00,2,1,3,3
3159.91,Drogue,-1606.91,1428.55,2678.85,5.53,5.53,5.53,0.00,-2.86,10.47,2678.63,70930.73,29.00,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,-4.37,-2.86,10.47,36.12,202.38,-78.88,9.06,35.69,-33.00,-0.04,-0.16,-0.54,0.82,-68.05,18.30,173.71,0.00,0.00,0.00,-45.00,3,1,3,3
3159.92,Drogue,-1606.86,1428.58,2678.52,5.50,5.50,5.50,0.00,-2.56,10.83,2678.63,70953.17,29.00,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,-2.83,-2.56,10.83,47.50,203.62,-82.06,13.19,37.19,-31.75,-0.04,-0.16,-0.54,0.82,-68.05,18.30,173.71,0.00,0.00,0.00,-45.00,3,1,3,3
3159.92,Drogue,-1606.81,1428.62,2678.24,5.48,5.48,5.48,0.00,-2.36,10.99,2678.63,70953.17,29.00,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,-3.06,-2.36,10.99,59.12,203.19,-84.94,13.19,37.19,-31.75,-0.01,-0.18,-0.54,0.82,-68.20,18.22,169.22,0.00,0.00,0.00,-45.00,3,1,3,3
3159.94,Drogue,-1606.75,1428.67,2677.83,5.45,5.45,5.45,0.00,-2.01,10.71,2678.63,70953.17,29.00,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,-2.45,-2.01,10.71,70.81,203.12,-86.44,13.19,37.19,-31.75,0.01,-0.19,-0.53,0.82,-68.10,18.17,166.97,0.00,0.00,0.00,-45.00,3,1,3,3
3159.95,Drogue,-1606.69,1428.72,2677.46,5.43,5.43,5.43,0.00,-1.88,10.30,2678.63,70953.17,29.00,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,-2.15,-1.88,10.30,93.44,203.38,-85.44,13.19,37.19,-31.75,0.02,-0.20,-0.53,0.82,-67.91,18.15,164.72,0.00,0.00,0.00,-45.00,3,1,3,3
3159.96,Drogue,-1606.63,1428.76,2677.13,5.42,5.42,5.42,0.00,-1.99,9.99,2678.63,70953.17,29.00,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,-0.85,-1.99,9.99,93.44,203.38,-85.44,13.19,37.19,-31.75,0.04,-0.21,-0.52,0.82,-67.60,18.14,162.49,0.00,0.00,0.00,-45.00,3,1,3,3
3159.97,Drogue,-1606.59,1428.80,2676.86,5.41,5.41,5.41,0.00,-1.60,10.31,2678.63,70953.17,29.00,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,-0.73,-1.60,10.31,102.88,202.56,-83.81,16.88,36.75,-29.56,0.04,-0.21,-0.52,0.82,-67.60,18.14,162.49,0.00,0.00,0.00,-45.00,3,1,3,3
3159.97,Drogue,-1606.54,1428.83,2676.61,5.40,5.40,5.40,0.00,-1.36,10.66,2678.10,70957.94,29.00,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,-1.12,-1.36,10.66,111.81,201.62,-80.94,16.88,36.75,-29.56,0.07,-0.23,-0.51,0.83,-66.71,18.24,158.07,0.00,0.00,0.00,-45.00,3,1,3,3
3159.99,Drogue,-1606.48,1428.88,2676.22,5.41,5.41,5.41,0.00,-1.56,9.82,2678.10,70957.94,29.00,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,0.47,-1.56,9.82,131.25,200.75,-73.44,16.88,36.75,-29.56,0.09,-0.24,-0.50,0.83,-66.13,18.36,155.89,0.00,0.00,0.00,-45.00,3,1,3,3
3160.00,Drogue,-1606.42,1428.93,2675.88,5.42,5.42,5.42,0.00,-2.01,9.31,2678.10,70957.94,29.00,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,1.06,-2.01,9.31,139.19,198.94,-67.75,16.88,36.75,-29.56,0.10,-0.25,-0.49,0.83,-65.46,18.55,153.76,0.00,0.00,0.00,-45.00,3,1,3,3
3160.01,Drogue,-1606.36,1428.97,2675.56,5.42,5.42,5.42,0.00,-1.83,9.05,2678.10,70957.94,29.00,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,-0.37,-1.83,9.05,139.19,198.94,-67.75,16.88,36.75,-29.56,0.12,-0.26,-0.48,0.83,-64.71,18.80,151.66,0.00,0.00,0.00,-45.00,3,1,3,3
3160.01,Drogue,-1606.31,1429.01,2675.34,5.41,5.41,5.41,0.00,-1.52,8.50,2678.10,70957.94,29.00,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,-0.44,-1.52,8.50,146.50,197.06,-63.00,18.88,35.25,-29.88,0.12,-0.26,-0.48,0.83,-64.71,18.80,151.66,0.00,0.00,0.00,-45.00,3,1,3,3
3160.02,Drogue,-1606.27,1429.04,2675.10,5.42,5.42,5.42,0.00,-1.54,8.73,2678.10,70957.94,29.00,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,0.62,-1.54,8.73,152.38,197.00,-58.50,18.88,35.25,-29.88,0.15,-0.28,-0.45,0.83,-63.06,19.51,147.55,0.00,0.00,0.00,-45.00,3,1,3,3
3160.03,Drogue,-1606.21,1429.09,2674.80,5.42,5.42,5.42,0.00,-1.23,8.58,2678.10,70957.94,29.00,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,0.46,-1.23,8.58,157.38,195.75,-53.06,18.88,35.25,-29.88,0.16,-0.29,-0.44,0.83,-62.17,19.97,145.54,0.00,0.00,0.00,-45.00,3,1,3,3
3160.05,Drogue,-1606.15,1429.13,2674.56,5.43,5.43,5.43,0.00,-1.41,8.82,2680.44,70937.04,28.92,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,0.89,-1.41,8.82,168.62,193.06,-42.31,18.88,35.25,-29.88,0.18,-0.30,-0.43,0.83,-61.21,20.49,143.58,0.00,0.00,0.00,-45.00,3,1,3,3
3160.06,Drogue,-1606.09,1429.18,2674.34,5.42,5.42,5.42,0.00,-1.21,8.93,2680.44,70937.04,28.92,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,-1.28,-1.21,8.93,168.62,193.06,-42.31,18.88,35.25,-29.88,0.19,-0.31,-0.41,0.83,-60.21,21.07,141.66,0.00,0.00,0.00,-45.00,3,1,3,3
3160.07,Drogue,-1606.04,1429.22,2674.19,5.40,5.40,5.40,0.00,-0.24,9.09,2680.44,70937.04,28.92,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,-2.39,-0.24,9.09,174.38,191.00,-38.19,21.75,32.69,-30.38,0.19,-0.31,-0.41,0.83,-60.21,21.07,141.66,0.00,0.00,0.00,-45.00,3,1,3,3
3160.07,Drogue,-1606.00,1429.25,2674.08,5.38,5.38,5.38,0.00,0.27,9.20,2680.44,70937.04,28.92,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,-2.16,0.27,9.20,180.00,190.50,-34.06,21.75,32.69,-30.38,0.22,-0.33,-0.38,0.83,-58.04,22.43,137.91,0.00,0.00,0.00,-45.00,3,1,3,3
3160.09,Drogue,-1605.93,1429.30,2673.84,5.38,5.38,5.38,0.00,0.08,9.32,2680.44,70937.04,28.92,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,-0.13,0.08,9.32,192.00,190.25,-26.81,21.75,32.69,-30.38,0.23,-0.34,-0.37,0.83,-56.90,23.20,136.07,0.00,0.00,0.00,-45.00,3,1,3,3
3160.10,Drogue,-1605.87,1429.34,2673.64,5.39,5.39,5.39,0.00,-0.01,10.26,2680.44,70937.04,28.92,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,1.47,-0.01,10.26,197.69,189.00,-23.19,21.75,32.69,-30.38,0.25,-0.35,-0.35,0.83,-55.71,24.03,134.27,0.00,0.00,0.00,-45.00,3,1,3,3
3160.11,Drogue,-1605.82,1429.38,2673.59,5.40,5.40,5.40,0.00,1.06,10.24,2684.60,70899.81,28.93,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,1.08,1.06,10.24,197.69,189.00,-23.19,25.88,28.69,-31.06,0.26,-0.36,-0.33,0.83,-54.48,24.92,132.53,0.00,0.00,0.00,-45.00,3,1,3,3
3160.12,Drogue,-1605.77,1429.42,2673.58,5.43,5.43,5.43,0.00,0.75,10.62,2684.60,70899.81,28.93,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,2.30,0.75,10.62,201.69,187.75,-18.19,25.88,28.69,-31.06,0.26,-0.36,-0.33,0.83,-54.48,24.92,132.53,0.00,0.00,0.00,-45.00,3,1,3,3
3160.12,Drogue,-1605.73,1429.45,2673.60,5.44,5.44,5.44,0.00,1.86,11.38,2684.60,70899.81,28.93,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,2.37,1.86,11.38,205.94,187.50,-11.94,25.88,28.69,-31.06,0.28,-0.37,-0.29,0.83,-51.91,26.96,129.21,0.00,0.00,0.00,-45.00,3,1,3,3
3160.14,Drogue,-1605.66,1429.50,2673.49,5.47,5.47,5.47,0.00,3.37,11.21,2684.60,70899.81,28.93,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,2.39,3.37,11.21,209.06,185.88,-4.62,25.88,28.69,-31.06,0.29,-0.38,-0.28,0.83,-50.59,28.09,127.63,0.00,0.00,0.00,-45.00,3,1,3,3
3160.15,Drogue,-1605.60,1429.55,2673.42,5.50,5.50,5.50,0.00,3.46,11.05,2684.60,70899.81,28.93,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,2.27,3.46,11.05,214.31,186.31,6.62,25.88,28.69,-31.06,0.30,-0.39,-0.26,0.83,-49.25,29.31,126.11,0.00,0.00,0.00,-45.00,3,1,3,3
3160.16,Drogue,-1605.54,1429.60,2673.36,5.54,5.54,5.54,0.00,2.88,11.00,2684.60,70899.81,28.93,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,3.53,2.88,11.00,214.31,186.31,6.62,25.88,28.69,-31.06,0.31,-0.40,-0.23,0.83,-47.91,30.60,124.64,0.00,0.00,0.00,-45.00,3,1,3,3
3160.17,Drogue,-1605.49,1429.63,2673.40,5.54,5.54,5.54,0.00,5.42,11.27,2684.60,70899.81,28.93,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,0.39,5.42,11.27,213.75,186.12,13.56,31.75,23.75,-31.06,0.31,-0.40,-0.23,0.83,-47.91,30.60,124.64,0.00,0.00,0.00,-45.00,3,1,3,3
3160.18,Drogue,-1605.44,1429.67,2673.60,5.55,5.55,5.55,0.00,6.49,10.92,2692.18,70831.99,28.97,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,1.34,6.49,10.92,214.31,186.19,18.38,31.75,23.75,-31.06,0.33,-0.41,-0.19,0.83,-45.22,33.40,121.87,0.00,0.00,0.00,-45.00,3,1,3,3
3160.19,Drogue,-1605.38,1429.72,2673.74,5.59,5.59,5.59,0.00,5.01,10.93,2692.18,70831.99,28.97,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,3.78,5.01,10.93,214.88,190.19,23.94,31.75,23.75,-31.06,0.34,-0.42,-0.17,0.82,-43.89,34.91,120.54,0.00,0.00,0.00,-45.00,3,1,3,3
3160.20,Drogue,-1605.32,1429.76,2673.88,5.61,5.61,5.61,0.00,7.88,10.69,2692.18,70831.99,28.97,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,1.27,7.88,10.69,216.88,189.94,26.62,31.75,23.75,-31.06,0.35,-0.43,-0.15,0.82,-42.56,36.42,119.22,0.00,0.00,0.00,-45.00,3,1,3,3
3160.21,Drogue,-1605.26,1429.81,2674.02,5.66,5.66,5.66,0.00,5.49,9.63,2692.18,70831.99,28.97,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,4.79,5.49,9.63,216.88,189.94,26.62,31.75,23.75,-31.06,0.36,-0.43,-0.13,0.82,-41.26,38.05,117.94,0.00,0.00,0.00,-45.00,3,1,3,3
3160.22,Drogue,-1605.21,1429.85,2674.25,5.71,5.71,5.71,0.00,4.95,8.48,2692.18,70831.99,28.97,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,5.96,4.95,8.48,215.12,195.69,33.69,36.19,18.25,-31.06,0.36,-0.43,-0.13,0.82,-41.26,38.05,117.94,0.00,0.00,0.00,-45.00,3,1,3,3
3160.23,Drogue,-1605.16,1429.89,2674.45,5.76,5.76,5.76,0.00,5.54,8.19,2692.18,70831.99,28.97,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,6.20,5.54,8.19,213.88,195.00,33.12,36.19,18.25,-31.06,0.37,-0.45,-0.08,0.81,-38.75,41.36,115.43,0.00,0.00,0.00,-45.00,3,1,3,3
3160.24,Drogue,-1605.10,1429.94,2674.79,5.83,5.83,5.83,0.00,5.89,7.34,2700.42,70758.39,28.99,-772046336.00,427180288.00,171.82,-1312.44,1289.53,-104.29,106.06,0,5.96,5.89,7.34,210.25,195.19,33.44,36.19,18.25,-31.06,0.38,-0.45,-0.06,0.80,-37.59,43.08,114.20,0.00,0.00,0.00,-45.00,3,1,3,3
3160.25,Drogue,-1605.03,1429.99,2675.14,5.87,5.87,5.87,0.00,8.92,7.76,2700.42,70758.39,28.99,-772044096.00,427179040.00,171.95,-1292.01,1278.89,-104.16,110.43,5,3.74,8.92,7.76,204.06,197.50,32.88,36.19,18.25,-31.06,0.39,-0.46,-0.04,0.80,-36.49,44.80,112.95,0.00,0.00,0.00,-45.00,3,1,3,3
3160.42,Drogue,-1603.85,1430.84,2671.87,7.73,7.73,7.73,0.00,1.13,6.66,2724.59,70542.78,28.99,-772044096.00,427179040.00,171.95,-1292.01,1278.89,-104.16,110.43,5,10.70,1.13,6.66,207.56,212.44,-37.06,51.38,3.19,-7.06,0.51,-0.54,0.29,0.60,-39.54,71.69,70.96,0.00,0.00,0.00,-45.00,3,1,3,3
3160.43,Drogue,-1603.78,1430.89,2673.46,7.83,7.83,7.83,0.00,-0.91,6.32,2722.48,70561.55,29.00,-772044096.00,427179040.00,171.95,-1292.01,1278.89,-104.16,110.43,5,10.53,-0.91,6.32,206.62,215.56,-36.88,51.38,3.19,-7.06,0.51,-0.55,0.31,0.59,-42.70,73.03,65.54,0.00,0.00,0.00,-45.00,3,1,3,3
3160.44,Drogue,-1603.70,1430.94,2674.96,7.93,7.93,7.93,0.00,-0.47,6.55,2722.48,70561.55,29.00,-772044096.00,427179040.00,171.95,-1292.01,1278.89,-104.16,110.43,5,10.62,-0.47,6.55,205.94,219.56,-33.94,51.38,3.19,-7.06,0.52,-0.55,0.33,0.57,-46.61,74.31,59.39,0.00,0.00,0.00,-45.00,3,1,3,3
3160.45,Drogue,-1603.62,1430.99,2676.40,8.04,8.04,8.04,0.00,-0.72,6.64,2722.48,70561.55,29.00,-772044096.00,427179040.00,171.95,-1292.01,1278.89,-104.16,110.43,5,10.55,-0.72,6.64,205.56,217.19,-31.94,51.38,3.19,-7.06,0.52,-0.55,0.34,0.55,-51.24,75.46,52.53,0.00,0.00,0.00,-45.00,3,1,3,3
3160.46,Drogue,-1603.54,1431.04,2677.80,8.15,8.15,8.15,0.00,-0.72,7.78,2722.48,70561.55,29.00,-772044096.00,427179040.00,171.95,-1292.01,1278.89,-104.16,110.43,5,11.21,-0.72,7.78,205.56,217.19,-31.94,51.38,4.56,0.75,0.53,-0.55,0.36,0.54,-56.89,76.48,44.69,0.00,0.00,0.00,-45.00,3,1,3,3
3160.47,Drogue,-1603.48,1431.08,2679.19,8.23,8.23,8.23,0.00,-2.28,7.30,2722.48,70561.55,29.00,-772044096.00,427179040.00,171.95,-1292.01,1278.89,-104.16,110.43,5,10.50,-2.28,7.30,203.62,220.62,-30.00,51.38,4.56,0.75,0.53,-0.55,0.36,0.54,-56.89,76.48,44.69,0.00,0.00,0.00,-45.00,3,1,3,3
3160.48,Drogue,-1603.40,1431.12,2680.51,8.33,8.33,8.33,0.00,-4.32,8.04,2722.48,70561.55,29.00,-772044096.00,427179040.00,171.95,-1292.01,1278.89,-104.16,110.43,5,10.40,-4.32,8.04,202.94,223.19,-27.38,51.38,4.56,0.75,0.53,-0.56,0.40,0.50,-71.26,77.96,25.95,0.00,0.00,0.00,-45.00,3,1,3,3
3160.49,Drogue,-1603.30,1431.18,2681.75,8.44,8.44,8.44,0.00,-3.56,8.92,2722.48,70561.55,29.00,-772044096.00,427179040.00,171.95,-1292.01,1278.89,-104.16,110.43,5,9.23,-3.56,8.92,195.88,223.69,-19.75,51.38,4.56,0.75,0.54,-0.56,0.41,0.48,-79.58,78.32,15.51,0.00,0.00,0.00,-45.00,3,1,3,3
3160.50,Drogue,-1603.22,1431.23,2683.07,8.53,8.53,8.53,0.00,-4.85,8.23,2725.02,70538.95,28.99,-772044096.00,427179040.00,171.95,-1292.01,1278.89,-104.16,110.43,5,9.16,-4.85,8.23,191.75,225.62,-16.50,51.38,4.56,0.75,0.54,-0.56,0.43,0.46,-88.40,78.39,4.62,0.00,0.00,0.00,-45.00,3,1,3,3
3160.51,Drogue,-1603.12,1431.28,2684.34,8.63,8.63,8.63,0.00,-7.27,8.85,2725.02,70538.95,28.99,-772044096.00,427179040.00,171.95,-1292.01,1278.89,-104.16,110.43,5,9.23,-7.27,8.85,191.75,225.62,-16.50,51.38,4.56,0.75,0.54,-0.56,0.45,0.44,-97.10,78.17,-6.13,0.00,0.00,0.00,-45.00,3,1,3,3
3160.52,Drogue,-1603.05,1431.32,2685.61,8.70,8.70,8.70,0.00,-7.91,8.96,2725.02,70538.95,28.99,-772044096.00,427179040.00,171.95,-1292.01,1278.89,-104.16,110.43,5,8.29,-7.91,8.96,187.69,226.50,-11.25,51.38,6.56,8.69,0.54,-0.56,0.45,0.44,-97.10,78.17,-6.13,0.00,0.00,0.00,-45.00,3,1,3,3
3160.53,Drogue,-1602.97,1431.36,2686.82,8.77,8.77,8.77,0.00,-8.30,8.02,2725.02,70538.95,28.99,-772044096.00,427179040.00,171.95,-1292.01,1278.89,-104.16,110.43,5,7.99,-8.30,8.02,178.75,225.62,-8.19,51.38,6.56,8.69,0.54,-0.56,0.48,0.41,-112.73,76.92,-25.59,0.00,0.00,0.00,-45.00,3,1,3,3
3160.54,Drogue,-1602.88,1431.41,2687.99,8.83,8.83,8.83,0.00,-9.77,9.30,2725.02,70538.95,28.99,-772044096.00,427179040.00,171.95,-1292.01,1278.89,-104.16,110.43,5,5.37,-9.77,9.30,171.25,224.81,-4.25,51.38,6.56,8.69,0.54,-0.56,0.50,0.39,-119.39,75.94,-34.06,0.00,0.00,0.00,-45.00,3,1,3,3
3160.55,Drogue,-1602.78,1431.46,2689.13,8.89,8.89,8.89,0.00,-9.81,9.80,2725.02,70538.95,28.99,-772044096.00,427179040.00,171.95,-1292.01,1278.89,-104.16,110.43,5,5.73,-9.81,9.80,150.44,226.06,3.06,51.38,6.56,8.69,0.53,-0.56,0.51,0.37,-125.09,74.80,-41.46,0.00,0.00,0.00,-45.00,3,1,3,3
3160.56,Drogue,-1602.68,1431.51,2689.96,8.94,8.94,8.94,0.00,-9.72,8.76,2715.88,70538.95,28.99,-772044096.00,427179040.00,171.95,-1292.01,1278.89,-104.16,110.43,5,4.32,-9.72,8.76,150.44,226.06,3.06,51.38,6.56,8.69,0.53,-0.56,0.53,0.36,-129.89,73.53,-47.83,0.00,0.00,0.00,-45.00,3,1,3,3
3160.57,Drogue,-1602.60,1431.54,2690.77,8.98,8.98,8.98,0.00,-10.65,8.81,2715.88,70620.43,28.99,-772044096.00,427179040.00,171.95,-1292.01,1278.89,-104.16,110.43,5,3.99,-10.65,8.81,138.25,222.88,4.69,47.88,10.69,16.56,0.53,-0.56,0.53,0.36,-129.89,73.53,-47.83,0.00,0.00,0.00,-45.00,3,1,3,3
