t,a_x,a_y,a_z,v_x,v_y,v_z,r_x,r_y,r_z
13.4799999999999,0,0,-0.142129158335957,0,0,-20.7951229412146,0,0,779.640110034809
13.5199999999999,0,0,-0.136846272838952,0,0,-20.8005967921281,0,0,778.807976686106
13.5599999999999,0,0,-0.131758385195761,0,0,-20.8058671275359,0,0,777.975636594296
13.5999999999999,0,0,-0.126858397762733,0,0,-20.8109414634464,0,0,777.14309744904
13.6399999999999,0,0,-0.122139463903093,0,0,-20.8158270420026,0,0,776.310366655789
13.6799999999999,0,0,-0.117594979652381,0,0,-20.8205308411887,0,0,775.477451346157
13.7199999999999,0,0,-0.113218575619788,0,0,-20.8250595842135,0,0,774.644358387928
13.7599999999999,0,0,-0.109004109121978,0,0,-20.8294197485783,0,0,773.811094394698
13.7999999999999,0,0,-0.104945656545675,0,0,-20.8336175748402,0,0,772.977665735179
13.8399999999999,0,0,-0.10103750593513,0,0,-20.8376590750776,0,0,772.144078542171
13.8799999999999,0,0,-0.09727414980037,0,0,-20.8415500410696,0,0,771.310338721209
13.9199999999999,0,0,-0.0936502781420234,0,0,-20.8452960521953,0,0,770.476451958898
13.9599999999999,0,0,-0.0901607716883284,0,0,-20.8489024830628,0,0,769.642423730958
13.9999999999999,0,0,-0.0868006953398996,0,0,-20.8523745108764,0,0,768.808259309967
14.0399999999999,0,0,-0.0835652918177132,0,0,-20.8557171225491,0,0,767.973963772832
14.0799999999999,0,0,-0.0804499755097066,0,0,-20.8589351215695,0,0,767.139542007988
14.1199999999999,0,0,-0.077450326511368,0,0,-20.8620331346299,0,0,766.304998722342
14.1599999999999,0,0,-0.0745620848556623,0,0,-20.8650156180242,0,0,765.470338447953
14.1999999999999,0,0,-0.0717811449276233,0,0,-20.8678868638213,0,0,764.635565548484
14.2399999999999,0,0,-0.0691035500589336,0,0,-20.8706510058236,0,0,763.800684225411
14.2799999999999,0,0,-0.0665254872978789,0,0,-20.8733120253155,0,0,762.965698524009
14.3199999999999,0,0,-0.0640432823500028,0,0,-20.8758737566096,0,0,762.130612339119
14.3599999999999,0,0,-0.0616533946849316,0,0,-20.8783398923969,0,0,761.295429420707
14.3999999999999,0,0,-0.0593524128047846,0,0,-20.8807139889091,0,0,760.46015337922
14.4399999999999,0,0,-0.0571370496696737,0,0,-20.8829994708959,0,0,759.624787690745
14.4799999999999,0,0,-0.0550041382758888,0,0,-20.885199636427,0,0,758.789335701977
14.5199999999999,0,0,-0.0529506273823603,0,0,-20.8873176615223,0,0,757.953800635014
14.5599999999999,0,0,-0.0509735773811162,0,0,-20.8893566046175,0,0,757.118185591968
14.5999999999999,0,0,-0.0490701563074918,0,0,-20.8913194108698,0,0,756.282493559408
14.6399999999999,0,0,-0.0472376359859172,0,0,-20.8932089163092,0,0,755.446727412647
14.6799999999999,0,0,-0.0454733883072418,0,0,-20.8950278518415,0,0,754.610889919862
14.7199999999999,0,0,-0.0437748816335528,0,0,-20.8967788471069,0,0,753.774983746073
14.7599999999999,0,0,-0.0421396773265972,0,0,-20.8984644341999,0,0,752.939011456963
14.7999999999999,0,0,-0.0405654263959949,0,0,-20.9000870512558,0,0,752.102975522572
14.8399999999999,0,0,-0.0390498662634382,0,0,-20.9016490459063,0,0,751.266878320842
14.8799999999999,0,0,-0.0375908176392965,0,0,-20.9031526786119,0,0,750.430722141044
14.9199999999999,0,0,-0.0361861815079809,0,0,-20.9046001258722,0,0,749.594509187064
14.9599999999999,0,0,-0.0348339362186572,0,0,-20.9059934833209,0,0,748.758241580582
14.9999999999999,0,0,-0.0335321346778592,0,0,-20.9073347687081,0,0,747.921921364126
15.0399999999999,0,0,-0.0322789016407192,0,0,-20.9086259247737,0,0,747.085550504014
15.0799999999999,0,0,-0.0310724310975843,0,0,-20.9098688220176,0,0,746.249130893188
15.1199999999999,0,0,-0.0299109837529201,0,0,-20.9110652613677,0,0,745.412664353946
15.1599999999999,0,0,-0.028792884593372,0,0,-20.9122169767514,0,0,744.576152640569
15.1999999999999,0,0,-0.0277165205421355,0,0,-20.9133256375731,0,0,743.739597441849
15.2399999999999,0,0,-0.0266803381966483,0,0,-20.914392851101,0,0,742.903000383535
15.2799999999999,0,0,-0.0256828416468728,0,0,-20.9154201647669,0,0,742.066363030671
15.3199999999998,0,0,-0.0247225903714359,0,0,-20.9164090683817,0,0,741.229686889863
15.3599999999998,0,0,-0.0237981972089756,0,0,-20.9173609962701,0,0,740.392973411455
15.3999999999998,0,0,-0.0229083264021597,0,0,-20.9182773293262,0,0,739.556223991621
15.4399999999998,0,0,-0.0220516917118783,0,0,-20.9191593969946,0,0,738.719439974387
15.4799999999998,0,0,-0.0212270545992173,0,0,-20.9200084791786,0,0,737.882622653577
15.5199999999998,0,0,-0.0204332224728674,0,0,-20.9208258080775,0,0,737.045773274676
15.5599999999998,0,0,-0.0196690469997343,0,0,-20.9216125699575,0,0,736.20889303664
15.5999999999998,0,0,-0.0189334224765236,0,0,-20.9223699068566,0,0,735.371983093628
15.6399999999998,0,0,-0.0182252842602253,0,0,-20.923098918227,0,0,734.535044556671
15.6799999999998,0,0,-0.0175436072553996,0,0,-20.9238006625172,0,0,733.698078495285
15.7199999999998,0,0,-0.0168874044563374,0,0,-20.9244761586955,0,0,732.861085939013
15.7599999999998,0,0,-0.016255725542095,0,0,-20.9251263877171,0,0,732.024067878924
15.7999999999998,0,0,-0.0156476555226224,0,0,-20.925752293938,0,0,731.187025269042
15.8399999999998,0,0,-0.0150623134341306,0,0,-20.9263547864754,0,0,730.349959027732
15.8799999999998,0,0,-0.0144988510819868,0,0,-20.9269347405187,0,0,729.512870039031
15.9199999999998,0,0,-0.0139564518294346,0,0,-20.9274929985919,0,0,728.675759153926
15.9599999999998,0,0,-0.0134343294305506,0,0,-20.9280303717691,0,0,727.838627191591
15.9999999999998,0,0,-0.0129317269058014,0,0,-20.9285476408453,0,0,727.001474940576
16.0399999999998,0,0,-0.0124479154587487,0,0,-20.9290455574637,0,0,726.164303159945
16.0799999999998,0,0,-0.0119821934324058,0,0,-20.929524845201,0,0,725.327112580383
16.1199999999998,0,0,-0.0115338853038036,0,0,-20.9299862006131,0,0,724.48990390525
16.1599999999998,0,0,-0.0111023407154391,0,0,-20.9304302942417,0,0,723.652677811608
16.1999999999998,0,0,-0.0106869335422637,0,0,-20.9308577715834,0,0,722.815434951197
16.2399999999998,0,0,-0.0102870609929191,0,0,-20.9312692540231,0,0,721.978175951388
16.2799999999998,0,0,-0.0099021427440249,0,0,-20.9316653397329,0,0,721.140901416084
16.3199999999998,0,0,-0.00953162010627295,0,0,-20.9320466045371,0,0,720.303611926607
16.3599999999998,0,0,-0.00917495522123701,0,0,-20.932413602746,0,0,719.466308042533
16.3999999999998,0,0,-0.00883163028774092,0,0,-20.9327668679575,0,0,718.62899030251
16.4399999999998,0,0,-0.00850114681674441,0,0,-20.9331069138302,0,0,717.791659225039
16.4799999999998,0,0,-0.00818302491369494,0,0,-20.9334342348267,0,0,716.954315309226
16.5199999999998,0,0,-0.00787680258735435,0,0,-20.9337493069302,0,0,716.116959035507
16.5599999999998,0,0,-0.00758203508414113,0,0,-20.9340525883336,0,0,715.279590866346
16.5999999999998,0,0,-0.00729829424704853,0,0,-20.9343445201035,0,0,714.442211246906
16.6399999999998,0,0,-0.00702516789826646,0,0,-20.9346255268194,0,0,713.604820605699
16.6799999999998,0,0,-0.00676225924461704,0,0,-20.9348960171892,0,0,712.767419355204
16.7199999999998,0,0,-0.00650918630497088,0,0,-20.9351563846414,0,0,711.930007892469
16.7599999999998,0,0,-0.00626558135887478,0,0,-20.9354070078957,0,0,711.092586599688
16.7999999999998,0,0,-0.00603109041556849,0,0,-20.9356482515124,0,0,710.255155844756
16.8399999999998,0,0,-0.00580537270269232,0,0,-20.9358804664205,0,0,709.417715981801
16.8799999999998,0,0,-0.00558810017390066,0,0,-20.9361039904274,0,0,708.580267351703
16.9199999999998,0,0,-0.00537895703476288,0,0,-20.9363191487088,0,0,707.742810282589
16.9599999999998,0,0,-0.0051776392862255,0,0,-20.9365262542803,0,0,706.905345090307
16.9999999999998,0,0,-0.00498385428502601,0,0,-20.9367256084517,0,0,706.067872078885
17.0399999999998,0,0,-0.00479732032037461,0,0,-20.9369175012645,0,0,705.230391540978
17.0799999999998,0,0,-0.00461776620640286,0,0,-20.9371022119127,0,0,704.392903758289
17.1199999999998,0,0,-0.00444493088971321,0,0,-20.9372800091483,0,0,703.555409001978
17.1599999999998,0,0,-0.00427856307151231,0,0,-20.9374511516712,0,0,702.717907533061
17.1999999999998,0,0,-0.00411842084377589,0,0,-20.9376158885049,0,0,701.880399602784
17.2399999999998,0,0,-0.00396427133895472,0,0,-20.9377744593585,0,0,701.042885452993
17.2799999999998,0,0,-0.00381589039267638,0,0,-20.9379270949742,0,0,700.205365316482
17.3199999999998,0,0,-0.00367306221901487,0,0,-20.9380740174629,0,0,699.367839417333
17.3599999999998,0,0,-0.00353557909781621,0,0,-20.9382154406269,0,0,698.530307971245
17.3999999999998,0,0,-0.00340324107366641,0,0,-20.9383515702698,0,0,697.692771185841
17.4399999999998,0,0,-0.00327585566607169,0,0,-20.9384826044965,0,0,696.855229260977
17.4799999999998,0,0,-0.00315323759039643,0,0,-20.9386087340001,0,0,696.017682389027
17.5199999999998,0,0,-0.0030352084892229,0,0,-20.9387301423396,0,0,695.180130755167
17.5599999999998,0,0,-0.00292159667368885,0,0,-20.9388470062066,0,0,694.342574537641
17.5999999999998,0,0,-0.00281223687447962,0,0,-20.9389594956816,0,0,693.505013908024
17.6399999999998,0,0,-0.00270697000207143,0,0,-20.9390677744817,0,0,692.667449031469
17.6799999999998,0,0,-0.00260564291593113,0,0,-20.9391720001983,0,0,691.829880066947
17.7199999999998,0,0,-0.00250810820230996,0,0,-20.9392723245264,0,0,690.992307167479
17.7599999999998,0,0,-0.00241422396030444,0,0,-20.9393688934848,0,0,690.154730480361
17.7999999999998,0,0,-0.00232385359590737,0,0,-20.9394618476286,0,0,689.317150147373
17.8399999999998,0,0,-0.00223686562374326,0,0,-20.9395513222536,0,0,688.47956630499
17.8799999999998,0,0,-0.00215313347616863,0,0,-20.9396374475926,0,0,687.641979084579
17.9199999999998,0,0,-0.00207253531953278,0,0,-20.9397203490054,0,0,686.804388612591
17.9599999999998,0,0,-0.00199495387724902,0,0,-20.9398001471605,0,0,685.966795010741
17.9999999999998,0,0,-0.00192027625949898,0,0,-20.9398769582109,0,0,685.129198396192
18.0399999999998,0,0,-0.00184839379927126,0,0,-20.9399508939628,0,0,684.291598881718
18.0799999999998,0,0,-0.00177920189453218,0,0,-20.9400220620386,0,0,683.453996575875
18.1199999999998,0,0,-0.00171259985627614,0,0,-20.9400905660329,0,0,682.616391583154
18.1599999999998,0,0,-0.00164849076224982,0,0,-20.9401565056634,0,0,681.778784004135
18.1999999999998,0,0,-0.00158678131613676,0,0,-20.940219976916,0,0,680.941173935633
18.2399999999998,0,0,-0.00152738171200362,0,0,-20.9402810721845,0,0,680.103561470841
18.2799999999998,0,0,-0.00147020550379828,0,0,-20.9403398804046,0,0,679.26594669946
18.3199999999998,0,0,-0.00141516947973841,0,0,-20.9403964871838,0,0,678.428329707837
18.3599999999998,0,0,-0.00136219354135925,0,0,-20.9404509749255,0,0,677.590710579085
18.3999999999998,0,0,-0.00131120058711254,0,0,-20.940503422949,0,0,676.753089393207
18.4399999999998,0,0,-0.00126211640029439,0,0,-20.940553907605,0,0,675.91546622721
18.4799999999998,0,0,-0.00121486954116001,0,0,-20.9406025023866,0,0,675.077841155218
18.5199999999998,0,0,-0.00116939124307791,0,0,-20.9406492780363,0,0,674.240214248584
18.5599999999998,0,0,-0.00112561531255295,0,0,-20.9406943026488,0,0,673.402585575986
18.5999999999998,0,0,-0.00108347803299047,0,0,-20.9407376417702,0,0,672.564955203532
18.6399999999998,0,0,-0.00104291807205925,0,0,-20.940779358493,0,0,671.727323194858
18.6799999999998,0,0,-0.00100387639250776,0,0,-20.9408195135487,0,0,670.889689611215
18.7199999999998,0,0,-0.000966296166319935,0,0,-20.9408581653954,0,0,670.052054511562
18.7599999999998,0,0,-0.000930122692082591,0,0,-20.9408953703031,0,0,669.214417952652
18.7999999999998,0,0,-0.000895303315420648,0,0,-20.9409311824357,0,0,668.376779989112
18.8399999999998,0,0,-0.000861787352441468,0,0,-20.9409656539298,0,0,667.539140673525
18.8799999999998,0,0,-0.000829526016007165,0,0,-20.9409988349704,0,0,666.701500056505
18.9199999999998,0,0,-0.000798472344778034,0,0,-20.9410307738642,0,0,665.863858186773
18.9599999999998,0,0,-0.000768581134909851,0,0,-20.9410615171096,0,0,665.026215111224
18.9999999999998,0,0,-0.000739808874309134,0,0,-20.9410911094646,0,0,664.188570874998
19.0399999999998,0,0,-0.000712113679325554,0,0,-20.9411195940118,0,0,663.350925521547
19.0799999999998,0,0,-0.000685455233837118,0,0,-20.9411470122211,0,0,662.513279092694
19.1199999999998,0,0,-0.000659794730598406,0,0,-20.9411734040103,0,0,661.675631628697
19.1599999999998,0,0,-0.000635094814777304,0,0,-20.9411988078029,0,0,660.83798316831
19.1999999999998,0,0,-0.000611319529623344,0,0,-20.9412232605841,0,0,660.00033374883
19.2399999999998,0,0,-0.000588434264145121,0,0,-20.9412467979547,0,0,659.162683406165
19.2799999999998,0,0,-0.000566405702766559,0,0,-20.9412694541828,0,0,658.325032174873
19.3199999999998,0,0,-0.0005452017768377,0,0,-20.9412912622539,0,0,657.487380088221
19.3599999999998,0,0,-0.000524791617991127,0,0,-20.9413122539186,0,0,656.649727178231
19.3999999999998,0,0,-0.000505145513217897,0,0,-20.9413324597391,0,0,655.812073475725
19.4399999999998,0,0,-0.000486234861638124,0,0,-20.9413519091336,0,0,654.974419010372
19.4799999999998,0,0,-0.000468032132880936,0,0,-20.9413706304189,0,0,654.13676381073
19.5199999999998,0,0,-0.000450510827022299,0,0,-20.941388650852,0,0,653.299107904287
19.5599999999998,0,0,-0.000433645436032748,0,0,-20.9414059966694,0,0,652.461451317504
19.5999999999998,0,0,-0.000417411406646195,0,0,-20.9414226931257,0,0,651.62379407585
19.6399999999998,0,0,-0.000401785104632069,0,0,-20.9414387645299,0,0,650.786136203841
19.6799999999998,0,0,-0.000386743780408594,0,0,-20.9414542342811,0,0,649.948477725074
19.7199999999998,0,0,-0.000372265535931504,0,0,-20.9414691249025,0,0,649.110818662266
19.7599999999998,0,0,-0.000358329292817317,0,0,-20.9414834580742,0,0,648.273159037279
19.7999999999998,0,0,-0.000344914761676307,0,0,-20.9414972546647,0,0,647.435498871161
19.8399999999998,0,0,-0.000332002412584131,0,0,-20.9415105347612,0,0,646.597838184169
19.8799999999998,0,0,-0.00031957344665301,0,0,-20.9415233176991,0,0,645.760176995802
19.9199999999998,0,0,-0.000307609768672279,0,0,-20.9415356220898,0,0,644.922515324831
19.9599999999998,0,0,-0.000296093960775679,0,0,-20.9415474658483,0,0,644.084853189322
19.9999999999998,0,0,-0.000285009257085633,0,0,-20.9415588662185,0,0,643.247190606665
20.0399999999998,0,0,-0.000274339519316769,0,0,-20.9415698397993,0,0,642.409527593602
20.0799999999997,0,0,-0.000264069213276485,0,0,-20.9415804025678,0,0,641.571864166244
20.1199999999997,0,0,-0.000254183386264373,0,0,-20.9415905699033,0,0,640.734200340101
20.1599999999997,0,0,-0.000244667645301178,0,0,-20.9416003566091,0,0,639.896536130102
20.1999999999997,0,0,-0.000235508136182006,0,0,-20.9416097769346,0,0,639.058871550618
20.2399999999997,0,0,-0.00022669152331467,0,0,-20.9416188445955,0,0,638.221206615481
20.2799999999997,0,0,-0.000218204970297009,0,0,-20.9416275727943,0,0,637.383541338006
20.3199999999997,0,0,-0.000210036121245594,0,0,-20.9416359742391,0,0,636.545875731007
20.3599999999997,0,0,-0.000202173082792356,0,0,-20.9416440611625,0,0,635.708209806822
20.3999999999997,0,0,-0.000194604406791754,0,0,-20.9416518453387,0,0,634.870543577325
20.4399999999997,0,0,-0.000187319073646108,0,0,-20.9416593381017,0,0,634.032877053946
20.4799999999997,0,0,-0.000180306476261549,0,0,-20.9416665503607,0,0,633.195210247686
20.5199999999997,0,0,-0.000173556404616804,0,0,-20.9416734926169,0,0,632.357543169136
20.5599999999997,0,0,-0.000167059030891537,0,0,-20.9416801749781,0,0,631.51987582849
20.5999999999997,0,0,-0.000160804895163125,0,0,-20.941686607174,0,0,630.682208235559
20.6399999999997,0,0,-0.000154784891634563,0,0,-20.9416927985696,0,0,629.844540399788
20.6799999999997,0,0,-0.000148990255386394,0,0,-20.9416987581798,0,0,629.006872330269
20.7199999999997,0,0,-0.000143412549602928,0,0,-20.9417044946818,0,0,628.169204035752
20.7599999999997,0,0,-0.000138043653306497,0,0,-20.941710016428,0,0,627.33153552466
20.7999999999997,0,0,-0.000132875749519812,0,0,-20.9417153314579,0,0,626.493866805101
20.8399999999997,0,0,-0.00012790131389373,0,0,-20.9417204475105,0,0,625.656197884879
20.8799999999997,0,0,-0.000123113103757788,0,0,-20.9417253720346,0,0,624.818528771508
20.9199999999997,0,0,-0.000118504147563314,0,0,-20.9417301122005,0,0,623.980859472216
20.9599999999997,0,0,-0.000114067734751089,0,0,-20.9417346749099,0,0,623.143189993966
20.9999999999997,0,0,-0.000109797405967171,0,0,-20.9417390668062,0,0,622.305520343455
21.0399999999997,0,0,-0.000105686943669525,0,0,-20.9417432942839,0,0,621.467850527134
21.0799999999997,0,0,-0.000101730363066821,0,0,-20.9417473634984,0,0,620.63018055121
21.1199999999997,0,0,-9.79219034107359e-05,0,0,-20.9417512803746,0,0,619.792510421658
21.1599999999997,0,0,-9.42560196133257e-05,0,0,-20.9417550506154,0,0,618.954840144228
21.1999999999997,0,0,-9.07273741663772e-05,0,0,-20.9417586797103,0,0,618.117169724458
21.2399999999997,0,0,-8.73308293787289e-05,0,0,-20.9417621729435,0,0,617.279499167676
21.2799999999997,0,0,-8.40614398835982e-05,0,0,-20.9417655354011,0,0,616.44182847901
21.3199999999997,0,0,-8.09144454567701e-05,0,0,-20.9417687719789,0,0,615.6041576634
21.3599999999997,0,0,-7.78852640710426e-05,0,0,-20.9417718873895,0,0,614.766486725596
21.3999999999997,0,0,-7.49694852277827e-05,0,0,-20.9417748861689,0,0,613.928815670173
21.4399999999997,0,0,-7.21628635496074e-05,0,0,-20.9417777726834,0,0,613.091144501536
21.4799999999997,0,0,-6.94613125773458e-05,0,0,-20.9417805511359,0,0,612.253473223921
21.5199999999997,0,0,-6.68608988352304e-05,0,0,-20.9417832255719,0,0,611.41580184141
21.5599999999997,0,0,-6.43578361039232e-05,0,0,-20.9417857998853,0,0,610.578130357928
21.5999999999997,0,0,-6.19484799031511e-05,0,0,-20.9417882778245,0,0,609.740458777256
21.6399999999997,0,0,-5.9629322185728e-05,0,0,-20.9417906629974,0,0,608.902787103033
21.6799999999997,0,0,-5.73969862376345e-05,0,0,-20.9417929588769,0,0,608.06511533876
21.7199999999997,0,0,-5.52482217468508e-05,0,0,-20.9417951688057,0,0,607.227443487809
21.7599999999997,0,0,-5.31799000889066e-05,0,0,-20.9417972960017,0,0,606.389771553425
21.7999999999997,0,0,-5.11890097545376e-05,0,0,-20.9417993435621,0,0,605.552099538732
21.8399999999997,0,0,-4.92726519851772e-05,0,0,-20.9418013144682,0,0,604.714427446735
21.8799999999997,0,0,-4.74280365274637e-05,0,0,-20.9418032115897,0,0,603.876755280329
21.9199999999997,0,0,-4.56524775973577e-05,0,0,-20.9418050376888,0,0,603.039083042299
21.9599999999997,0,0,-4.39433899437347e-05,0,0,-20.9418067954244,0,0,602.201410735328
21.9999999999997,0,0,-4.22982851127074e-05,0,0,-20.9418084873558,0,0,601.363738361995
22.0399999999997,0,0,-4.07147677936592e-05,0,0,-20.9418101159465,0,0,600.526065924785
22.0799999999997,0,0,-3.91905323571251e-05,0,0,-20.9418116835678,0,0,599.68839342609
22.1199999999997,0,0,-3.77233594885951e-05,0,0,-20.9418131925022,0,0,598.850720868211
22.1599999999997,0,0,-3.63111129502158e-05,0,0,-20.9418146449467,0,0,598.013048253364
22.1999999999997,0,0,-3.49517364810481e-05,0,0,-20.9418160430161,0,0,597.175375583682
22.2399999999997,0,0,-3.36432508039053e-05,0,0,-20.9418173887462,0,0,596.337702861218
22.2799999999997,0,0,-3.23837507263391e-05,0,0,-20.9418186840962,0,0,595.500030087947
22.3199999999997,0,0,-3.11714023926157e-05,0,0,-20.9418199309523,0,0,594.662357265772
22.3599999999997,0,0,-3.00044405925348e-05,0,0,-20.9418211311299,0,0,593.824684396523
22.3999999999997,0,0,-2.8881166198147e-05,0,0,-20.9418222863766,0,0,592.987011481963
22.4399999999997,0,0,-2.77999436999465e-05,0,0,-20.9418233983743,0,0,592.149338523788
22.4799999999997,0,0,-2.67591988052374e-05,0,0,-20.9418244687423,0,0,591.311665523631
22.5199999999997,0,0,-2.57574161679486e-05,0,0,-20.9418254990389,0,0,590.473992483064
22.5599999999997,0,0,-2.47931371593069e-05,0,0,-20.9418264907644,0,0,589.636319403599
22.5999999999997,0,0,-2.3864957769959e-05,0,0,-20.9418274453627,0,0,588.798646286692
22.6399999999997,0,0,-2.29715265440689e-05,0,0,-20.9418283642238,0,0,587.960973133746
22.6799999999997,0,0,-2.21115426182195e-05,0,0,-20.9418292486855,0,0,587.123299946109
22.7199999999997,0,0,-2.12837538313693e-05,0,0,-20.9418301000356,0,0,586.285626725081
22.7599999999997,0,0,-2.04869549005338e-05,0,0,-20.9418309195138,0,0,585.447953471911
22.7999999999997,0,0,-1.97199856675212e-05,0,0,-20.9418317083132,0,0,584.610280187802
22.8399999999997,0,0,-1.89817294007355e-05,0,0,-20.9418324675824,0,0,583.772606873914
22.8799999999997,0,0,-1.82711111733624e-05,0,0,-20.9418331984269,0,0,582.93493353136
22.9199999999997,0,0,-1.75870963090574e-05,0,0,-20.9418339019107,0,0,582.097260161214
22.9599999999997,0,0,-1.69286888578313e-05,0,0,-20.9418345790583,0,0,581.259586764508
22.9999999999997,0,0,-1.62949301625304e-05,0,0,-20.9418352308555,0,0,580.421913342238
23.0399999999997,0,0,-1.56848974448565e-05,0,0,-20.9418358582514,0,0,579.58423989536
23.0799999999997,0,0,-1.50977024837573e-05,0,0,-20.9418364621595,0,0,578.746566424796
23.1199999999997,0,0,-1.45324903044752e-05,0,0,-20.9418370434591,0,0,577.908892931431
23.1599999999997,0,0,-1.39884379386501e-05,0,0,-20.9418376029966,0,0,577.071219416121
23.1999999999997,0,0,-1.34647532288312e-05,0,0,-20.9418381415867,0,0,576.233545879685
23.2399999999997,0,0,-1.29606736756216e-05,0,0,-20.9418386600137,0,0,575.395872322916
23.2799999999997,0,0,-1.24754653203496e-05,0,0,-20.9418391590323,0,0,574.558198746574
23.3199999999997,0,0,-1.20084216845839e-05,0,0,-20.9418396393692,0,0,573.720525151393
23.3599999999997,0,0,-1.15588627362939e-05,0,0,-20.9418401017237,0,0,572.882851538077
23.3999999999997,0,0,-1.11261339039714e-05,0,0,-20.941840546769,0,0,572.045177907305
23.4399999999997,0,0,-1.07096051227273e-05,0,0,-20.9418409751532,0,0,571.207504259732
23.4799999999997,0,0,-1.03086699070332e-05,0,0,-20.9418413875,0,0,570.369830595985
23.5199999999997,0,0,-9.92274448741171e-06,0,0,-20.9418417844098,0,0,569.53215691667
23.5599999999997,0,0,-9.55126694002217e-06,0,0,-20.9418421664605,0,0,568.694483222371
23.5999999999997,0,0,-9.19369638019418e-06,0,0,-20.9418425342084,0,0,567.856809513647
23.6399999999997,0,0,-8.84951217550167e-06,0,0,-20.9418428881888,0,0,567.01913579104
23.6799999999997,0,0,-8.51821318548218e-06,0,0,-20.9418432289174,0,0,566.181462055069
23.7199999999997,0,0,-8.19931702089605e-06,0,0,-20.94184355689,0,0,565.343788306234
23.7599999999997,0,0,-7.89235935805266e-06,0,0,-20.9418438725844,0,0,564.506114545017
23.7999999999997,0,0,-7.59689326024215e-06,0,0,-20.9418441764602,0,0,563.668440771881
23.8399999999997,0,0,-7.31248851693067e-06,0,0,-20.9418444689597,0,0,562.830766987272
23.8799999999997,0,0,-7.03873102381181e-06,0,0,-20.9418447505089,0,0,561.993093191621
23.9199999999997,0,0,-6.77522218239801e-06,0,0,-20.9418450215178,0,0,561.15541938534
23.9599999999997,0,0,-6.52157831204647e-06,0,0,-20.941845282381,0,0,560.317745568828
23.9999999999997,0,0,-6.27743010106485e-06,0,0,-20.9418455334782,0,0,559.480071742467
24.0399999999997,0,0,-6.04242205604066e-06,0,0,-20.941845775175,0,0,558.642397906626
24.0799999999997,0,0,-5.81621200446136e-06,0,0,-20.9418460078235,0,0,557.80472406166
24.1199999999997,0,0,-5.59847056891272e-06,0,0,-20.9418462317623,0,0,556.96705020791
24.1599999999997,0,0,-5.38888071410781e-06,0,0,-20.9418464473176,0,0,556.129376345707
24.1999999999997,0,0,-5.18713727082343e-06,0,0,-20.9418466548031,0,0,555.291702475365
24.2399999999997,0,0,-4.99294649003446e-06,0,0,-20.9418468545209,0,0,554.45402859719
24.2799999999997,0,0,-4.80602562547006e-06,0,0,-20.9418470467619,0,0,553.616354711474
24.3199999999997,0,0,-4.62610251261708e-06,0,0,-20.9418472318061,0,0,552.778680818501
24.3599999999997,0,0,-4.45291517792157e-06,0,0,-20.9418474099227,0,0,551.941006918542
24.3999999999997,0,0,-4.28621145331931e-06,0,0,-20.9418475813711,0,0,551.103333011858
24.4399999999997,0,0,-4.1257486120827e-06,0,0,-20.9418477464011,0,0,550.265659098701
24.4799999999997,0,0,-3.97129301532573e-06,0,0,-20.9418479052528,0,0,549.427985179314
24.5199999999997,0,0,-3.82261977094345e-06,0,0,-20.9418480581576,0,0,548.59031125393
24.5599999999997,0,0,-3.67951240320963e-06,0,0,-20.9418482053381,0,0,547.752637322773
24.5999999999997,0,0,-3.5417625419143e-06,0,0,-20.9418483470086,0,0,546.914963386059
24.6399999999997,0,0,-3.40916962038307e-06,0,0,-20.9418484833754,0,0,546.077289443997
24.6799999999997,0,0,-3.28154057527286e-06,0,0,-20.941848614637,0,0,545.239615496786
24.7199999999997,0,0,-3.15868958011833e-06,0,0,-20.9418487409846,0,0,544.40194154462
24.7599999999996,0,0,-3.04043775578577e-06,0,0,-20.9418488626021,0,0,543.564267587683
24.7999999999996,0,0,-2.92661292000673e-06,0,0,-20.9418489796666,0,0,542.726593626155
24.8399999999996,0,0,-2.81704934401716e-06,0,0,-20.9418490923486,0,0,541.888919660208
24.8799999999996,0,0,-2.71158749676204e-06,0,0,-20.9418492008121,0,0,541.051245690006
24.9199999999996,0,0,-2.61007382640344e-06,0,0,-20.941849305215,0,0,540.213571715709
24.9599999999996,0,0,-2.51236051695969e-06,0,0,-20.9418494057094,0,0,539.375897737471
24.9999999999996,0,0,-2.41830530001153e-06,0,0,-20.9418495024416,0,0,538.538223755439
25.0399999999996,0,0,-2.32777123088113e-06,0,0,-20.9418495955525,0,0,537.700549769755
25.0799999999996,0,0,-2.24062648257473e-06,0,0,-20.9418496851776,0,0,536.862875780555
25.1199999999996,0,0,-2.15674416992329e-06,0,0,-20.9418497714473,0,0,536.025201787972
25.1599999999996,0,0,-2.07600215951231e-06,0,0,-20.9418498544874,0,0,535.187527792131
25.1999999999996,0,0,-1.99828288671711e-06,0,0,-20.9418499344187,0,0,534.349853793156
25.2399999999996,0,0,-1.92347318872521e-06,0,0,-20.9418500113577,0,0,533.512179791163
25.2799999999996,0,0,-1.85146413933523e-06,0,0,-20.9418500854162,0,0,532.674505786265
25.3199999999996,0,0,-1.7821508944138e-06,0,0,-20.9418501567023,0,0,531.836831778571
25.3599999999996,0,0,-1.71543252669437e-06,0,0,-20.9418502253196,0,0,530.999157768186
25.3999999999996,0,0,-1.65121189432682e-06,0,0,-20.941850291368,0,0,530.16148375521
